Date,Open,High,Low,Close,Adj Close,Volume
02-11-2011,415.75,424.950012,414.850006,420.274994,382.984924,2495188
03-11-2011,419.350006,422.825012,413.524994,419.850006,382.597626,2305300
04-11-2011,424.399994,424.850006,415.649994,418.174988,381.071289,1904518
08-11-2011,420,423.25,415.100006,417.825012,380.752319,1590322
09-11-2011,419.125,420,405,406.5,370.432098,1893452
11-11-2011,406.5,423.725006,402.899994,420.700012,383.372253,6495974
14-11-2011,423,425.350006,391.100006,395.524994,360.430969,9510898
15-11-2011,395.399994,397.424988,376.274994,379.625,345.941711,4986120
16-11-2011,381.625,390.350006,377.575012,387.625,353.231873,4285388
17-11-2011,386.450012,389.350006,377.299988,379.225006,345.57724,2966038
18-11-2011,376.5,378.899994,361.274994,368.975006,336.236664,5070078
21-11-2011,365.5,372.200012,356,359.600006,327.693481,4154262
22-11-2011,362.549988,365.5,351.5,354.825012,323.342194,4577000
23-11-2011,353.5,353.5,340.600006,348.524994,317.601135,4107174
24-11-2011,348.049988,359.700012,343.25,356.625,324.982452,7212078
25-11-2011,354,362.475006,348.350006,353.125,321.79306,3705350
28-11-2011,358.049988,361.674988,351.25,356.825012,325.164734,3189574
29-11-2011,359.950012,364.850006,354.049988,362.799988,330.609619,4674526
30-11-2011,360.399994,366,351.799988,362.600006,330.427277,4627892
01-12-2011,374.75,377.5,362.700012,364.950012,332.568878,5409808
02-12-2011,366.825012,376.049988,360.625,374.924988,341.658691,3532738
05-12-2011,373.5,378.5,371.200012,374.450012,341.225891,1883908
07-12-2011,376,381.475006,375.25,378.875,345.25824,3888496
08-12-2011,378.899994,379.850006,361.325012,364.950012,332.568878,3485446
09-12-2011,357.600006,359.924988,348.600006,351.625,320.426117,4894924
12-12-2011,353.825012,355.899994,340.5,341.575012,311.267853,4268204
13-12-2011,339.5,353,337.549988,350.5,319.400909,4201860
14-12-2011,349.125,352.25,335.850006,338.024994,308.032776,4515986
15-12-2011,332.625,337.25,329.5,332.424988,302.929688,5525220
16-12-2011,331.75,344.25,324,330.024994,300.742584,4902920
19-12-2011,329.100006,332.200012,321.375,326.149994,297.211456,3498620
20-12-2011,328,329.200012,316.100006,324.924988,296.095123,5168588
21-12-2011,331.375,348.5,328.375,345.174988,314.548401,5175216
22-12-2011,336.149994,348,336.149994,346.375,315.641876,2821650
23-12-2011,353,353.625,346,348.225006,317.327789,2892840
26-12-2011,346.774994,353,346.575012,350.899994,319.765381,1813534
27-12-2011,350.5,355.75,346.475006,351.774994,320.562775,2188960
28-12-2011,352.399994,354,341.674988,343.700012,313.204285,2258932
